Latitude (decimal degrees):	42.218
Longitude (decimal degrees):	-8.762
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231107:0210,0.0,0.0,0.0,10.48,4.48,0.0
20231107:0310,0.0,0.0,0.0,10.17,3.31,0.0
20231107:0410,0.0,0.0,0.0,10.13,2.41,0.0
20231107:0510,0.0,0.0,0.0,9.88,2.14,0.0
20231107:0610,0.0,0.0,0.0,9.76,1.79,0.0
20231107:0710,0.0,0.0,0.0,10.19,3.17,0.0
20231107:0810,8.01,20.31,8.33,10.23,2.97,0.0
20231107:0910,169.99,212.29,17.23,11.12,2.55,0.0
20231107:1010,39.94,62.77,24.49,12.04,2.69,0.0
20231107:1110,48.96,73.84,29.46,12.38,3.24,0.0
20231107:1210,513.87,617.93,31.52,12.81,3.24,0.0
20231107:1310,480.8,576.88,30.36,13.23,3.59,0.0
20231107:1410,121.57,159.17,26.15,13.27,3.52,0.0
20231107:1510,95.01,128.37,19.46,13.1,2.69,0.0
20231107:1610,176.71,223.39,10.96,12.96,2.76,0.0
20231107:1710,0.0,0.0,0.0,12.55,2.34,0.0
20231107:1810,0.0,0.0,0.0,12.12,2.55,0.0
20231107:1910,0.0,0.0,0.0,12.34,3.1,0.0
20231107:2010,0.0,0.0,0.0,12.27,3.45,0.0
20231107:2110,0.0,0.0,0.0,12.0,3.86,0.0
20231107:2210,0.0,0.0,0.0,11.95,4.28,0.0
20231107:2310,0.0,0.0,0.0,12.2,4.41,0.0
20231108:0010,0.0,0.0,0.0,12.24,4.76,0.0
20231108:0110,0.0,0.0,0.0,12.18,5.1,0.0
20231108:0210,0.0,0.0,0.0,12.04,5.79,0.0
20231108:0310,0.0,0.0,0.0,12.19,6.07,0.0
20231108:0410,0.0,0.0,0.0,12.27,6.41,0.0
20231108:0510,0.0,0.0,0.0,12.35,6.55,0.0
20231108:0610,0.0,0.0,0.0,12.42,6.83,0.0
20231108:0710,0.0,0.0,0.0,12.8,7.17,0.0
20231108:0810,13.55,28.61,8.1,12.83,7.52,0.0
20231108:0910,15.51,31.38,16.98,13.14,8.0,0.0
20231108:1010,117.66,154.04,24.22,13.52,7.93,0.0
20231108:1110,198.28,245.65,29.17,13.91,7.38,0.0
20231108:1210,46.35,71.08,31.23,14.26,6.76,0.0
20231108:1310,96.79,131.07,30.07,14.49,5.59,0.0
20231108:1410,34.29,56.31,25.89,14.77,4.48,0.0
20231108:1510,20.06,37.85,19.22,14.75,2.69,0.0
20231108:1610,2.87,12.0,10.75,14.71,1.38,0.0
20231108:1710,0.0,0.0,0.0,14.41,1.31,0.0
20231108:1810,0.0,0.0,0.0,14.16,1.79,0.0
20231108:1910,0.0,0.0,0.0,14.32,2.0,0.0
20231108:2010,0.0,0.0,0.0,14.25,2.9,0.0
20231108:2110,0.0,0.0,0.0,13.97,3.79,0.0
20231108:2210,0.0,0.0,0.0,13.56,4.34,0.0
20231108:2310,0.0,0.0,0.0,13.09,4.07,0.0
20231109:0010,0.0,0.0,0.0,12.78,3.38,0.0
20231109:0110,0.0,0.0,0.0,12.44,3.38,0.0
20231109:0210,0.0,0.0,0.0,12.03,3.17,0.0
20231109:0310,0.0,0.0,0.0,11.86,2.83,0.0
20231109:0410,0.0,0.0,0.0,11.66,2.07,0.0
20231109:0510,0.0,0.0,0.0,11.93,0.69,0.0
20231109:0610,0.0,0.0,0.0,11.87,0.55,0.0
20231109:0710,0.0,0.0,0.0,11.09,1.1,0.0
20231109:0810,63.51,92.34,7.86,11.21,1.03,0.0
20231109:0910,410.68,499.94,16.73,12.6,1.38,0.0
20231109:1010,119.68,157.31,23.95,13.52,2.55,0.0
20231109:1110,663.49,807.48,28.89,14.18,3.79,0.0
20231109:1210,701.61,855.95,30.94,14.36,4.14,0.0
20231109:1310,173.7,219.68,29.79,14.51,4.41,0.0
20231109:1410,80.95,112.61,25.63,14.41,4.34,0.0
20231109:1510,278.09,337.29,18.99,14.33,4.41,0.0
20231109:1610,72.95,103.07,10.54,14.07,4.0,0.0
20231109:1710,0.0,0.0,0.0,13.7,3.93,0.0
20231109:1810,0.0,0.0,0.0,13.44,4.21,0.0
20231109:1910,0.0,0.0,0.0,12.89,4.62,0.0
20231109:2010,0.0,0.0,0.0,12.73,4.41,0.0
20231109:2110,0.0,0.0,0.0,12.54,4.21,0.0
20231109:2210,0.0,0.0,0.0,12.78,4.0,0.0
20231109:2310,0.0,0.0,0.0,12.84,3.86,0.0
20231110:0010,0.0,0.0,0.0,12.72,3.38,0.0
20231110:0110,0.0,0.0,0.0,12.52,3.45,0.0
20231110:0210,0.0,0.0,0.0,12.42,3.66,0.0
20231110:0310,0.0,0.0,0.0,12.48,3.86,0.0
20231110:0410,0.0,0.0,0.0,12.41,3.1,0.0
20231110:0510,0.0,0.0,0.0,12.48,2.69,0.0
20231110:0610,0.0,0.0,0.0,12.51,2.21,0.0
20231110:0710,0.0,0.0,0.0,12.66,3.45,0.0
20231110:0810,79.45,112.26,7.63,12.71,2.62,0.0
20231110:0910,22.31,40.61,16.47,13.21,2.83,0.0
20231110:1010,92.92,126.23,23.68,13.73,3.93,0.0
20231110:1110,90.48,123.69,28.6,14.1,4.0,0.0
20231110:1210,22.2,40.61,30.65,14.27,4.14,0.0
20231110:1310,121.94,160.21,29.52,14.35,4.69,0.0
20231110:1410,48.57,73.84,25.38,14.35,5.66,0.0
20231110:1510,167.93,211.14,18.77,14.43,6.48,0.0
20231110:1610,20.12,37.85,10.34,14.47,6.76,0.0
20231110:1710,0.0,0.0,0.0,14.66,7.24,0.0
20231110:1810,0.0,0.0,0.0,15.02,6.28,0.0
20231110:1910,0.0,0.0,0.0,16.01,6.28,0.0
20231110:2010,0.0,0.0,0.0,16.21,6.34,0.0
20231110:2110,0.0,0.0,0.0,16.18,6.41,0.0
20231110:2210,0.0,0.0,0.0,16.25,6.69,0.0
20231110:2310,0.0,0.0,0.0,16.3,6.69,0.0
20231111:0010,0.0,0.0,0.0,16.33,6.48,0.0
20231111:0110,0.0,0.0,0.0,16.31,5.93,0.0
20231111:0210,0.0,0.0,0.0,16.24,5.03,0.0
20231111:0310,0.0,0.0,0.0,16.17,4.21,0.0
20231111:0410,0.0,0.0,0.0,16.14,3.86,0.0
20231111:0510,0.0,0.0,0.0,16.12,4.07,0.0
20231111:0610,0.0,0.0,0.0,16.17,4.76,0.0
20231111:0710,0.0,0.0,0.0,16.22,5.79,0.0
20231111:0810,4.91,15.69,7.4,16.3,5.86,0.0
20231111:0910,105.13,141.26,16.22,16.52,6.21,0.0
20231111:1010,31.09,52.61,23.41,16.78,7.17,0.0
20231111:1110,37.62,60.92,28.32,16.78,7.1,0.0
20231111:1210,100.61,136.61,30.37,16.76,7.59,0.0
20231111:1310,138.68,180.58,29.25,16.65,7.52,0.0
20231111:1410,139.05,180.6,25.13,16.63,7.72,0.0
20231111:1510,133.92,174.23,18.55,16.73,7.66,0.0
20231111:1610,29.28,50.28,10.15,16.76,7.31,0.0
20231111:1710,0.0,0.0,0.0,16.46,7.38,0.0
20231111:1810,0.0,0.0,0.0,16.3,7.24,0.0
20231111:1910,0.0,0.0,0.0,15.99,6.28,0.0
20231111:2010,0.0,0.0,0.0,16.02,5.31,0.0
20231111:2110,0.0,0.0,0.0,16.03,4.97,0.0
20231111:2210,0.0,0.0,0.0,15.88,4.69,0.0
20231111:2310,0.0,0.0,0.0,15.74,4.55,0.0
20231112:0010,0.0,0.0,0.0,15.66,4.21,0.0
20231112:0110,0.0,0.0,0.0,15.65,4.0,0.0
20231112:0210,0.0,0.0,0.0,15.6,4.0,0.0
20231112:0310,0.0,0.0,0.0,15.43,3.66,0.0
20231112:0410,0.0,0.0,0.0,15.36,3.52,0.0
20231112:0510,0.0,0.0,0.0,15.4,3.59,0.0
20231112:0610,0.0,0.0,0.0,15.36,3.59,0.0
20231112:0710,0.0,0.0,0.0,15.56,3.93,0.0
20231112:0810,19.87,37.83,7.17,15.73,4.0,0.0
20231112:0910,200.0,250.36,15.98,16.18,4.69,0.0
20231112:1010,160.28,205.19,23.15,16.56,5.17,0.0
20231112:1110,425.27,514.03,28.05,17.19,5.59,0.0
20231112:1210,567.63,688.65,30.1,17.49,5.66,0.0
20231112:1310,611.94,743.23,28.99,17.69,5.93,0.0
20231112:1410,296.71,362.59,24.89,17.87,6.62,0.0
20231112:1510,49.23,75.69,18.33,17.86,6.41,0.0
20231112:1610,29.9,51.28,9.96,17.7,6.28,0.0
20231112:1710,0.0,0.0,0.0,17.19,5.93,0.0
20231112:1810,0.0,0.0,0.0,16.94,5.86,0.0
20231112:1910,0.0,0.0,0.0,16.81,6.0,0.0
20231112:2010,0.0,0.0,0.0,16.57,6.0,0.0
20231112:2110,0.0,0.0,0.0,16.64,5.93,0.0
20231112:2210,0.0,0.0,0.0,16.74,6.0,0.0
20231112:2310,0.0,0.0,0.0,16.87,6.69,0.0
20231113:0010,0.0,0.0,0.0,16.88,7.03,0.0
20231113:0110,0.0,0.0,0.0,16.76,7.17,0.0
20231113:0210,0.0,0.0,0.0,16.68,7.38,0.0
20231113:0310,0.0,0.0,0.0,16.59,7.31,0.0
20231113:0410,0.0,0.0,0.0,16.52,7.31,0.0
20231113:0510,0.0,0.0,0.0,16.44,7.31,0.0
20231113:0610,0.0,0.0,0.0,16.36,6.69,0.0
20231113:0710,0.0,0.0,0.0,16.46,7.66,0.0
20231113:0810,0.64,7.38,6.94,16.47,7.03,0.0
20231113:0910,6.56,18.46,15.73,16.63,6.83,0.0
20231113:1010,36.14,59.08,22.89,16.86,7.03,0.0
20231113:1110,41.27,65.54,27.78,16.95,7.17,0.0
20231113:1210,38.31,61.84,29.83,17.06,7.24,0.0
20231113:1310,47.97,73.84,28.73,17.0,7.24,0.0
20231113:1410,32.51,54.46,24.65,16.91,7.24,0.0
20231113:1510,71.35,101.97,18.13,16.87,7.24,0.0
20231113:1610,68.83,99.1,9.77,16.75,7.03,0.0
20231113:1710,0.0,0.0,0.0,16.61,7.66,0.0
20231113:1810,0.0,0.0,0.0,16.51,7.52,0.0
20231113:1910,0.0,0.0,0.0,16.59,7.03,0.0
20231113:2010,0.0,0.0,0.0,16.52,7.03,0.0
20231113:2110,0.0,0.0,0.0,16.42,6.97,0.0
20231113:2210,0.0,0.0,0.0,16.36,7.17,0.0
20231113:2310,0.0,0.0,0.0,16.26,7.17,0.0
20231114:0010,0.0,0.0,0.0,16.09,7.03,0.0
20231114:0110,0.0,0.0,0.0,15.97,6.76,0.0
20231114:0210,0.0,0.0,0.0,15.86,6.62,0.0
20231114:0310,0.0,0.0,0.0,15.74,6.41,0.0
20231114:0410,0.0,0.0,0.0,15.69,6.41,0.0
20231114:0510,0.0,0.0,0.0,15.6,6.41,0.0
20231114:0610,0.0,0.0,0.0,15.57,6.28,0.0
20231114:0710,0.0,0.0,0.0,15.84,6.28,0.0
20231114:0810,16.61,33.4,6.71,15.94,6.28,0.0
20231114:0910,31.18,52.61,15.49,16.2,6.83,0.0
20231114:1010,82.25,114.87,22.63,16.53,6.76,0.0
20231114:1110,46.53,72.0,27.51,16.72,6.83,0.0
20231114:1210,41.2,65.54,29.56,17.28,6.9,0.0
20231114:1310,50.97,77.54,28.48,17.0,6.97,0.0
20231114:1410,17.83,35.08,24.43,16.9,6.14,0.0
20231114:1510,32.48,54.46,17.92,16.89,4.97,0.0
20231114:1610,27.95,48.62,9.6,16.77,3.45,0.0
20231114:1710,0.0,0.0,0.0,16.57,2.14,0.0
20231114:1810,0.0,0.0,0.0,16.42,1.24,0.0
20231114:1910,0.0,0.0,0.0,15.76,0.21,0.0
20231114:2010,0.0,0.0,0.0,15.68,0.14,0.0
20231114:2110,0.0,0.0,0.0,15.03,0.83,0.0
20231114:2210,0.0,0.0,0.0,14.4,1.1,0.0
20231114:2310,0.0,0.0,0.0,14.16,1.31,0.0
20231115:0010,0.0,0.0,0.0,14.06,1.38,0.0
20231115:0110,0.0,0.0,0.0,13.91,1.24,0.0
20231115:0210,0.0,0.0,0.0,13.73,1.38,0.0
20231115:0310,0.0,0.0,0.0,13.73,1.38,0.0
20231115:0410,0.0,0.0,0.0,13.76,1.31,0.0
20231115:0510,0.0,0.0,0.0,13.7,1.31,0.0
20231115:0610,0.0,0.0,0.0,14.2,1.52,0.0
20231115:0710,0.0,0.0,0.0,14.14,1.52,0.0
20231115:0810,79.36,113.71,6.49,14.6,1.93,0.0
20231115:0910,89.54,122.93,15.25,15.28,2.69,0.0
20231115:1010,98.99,134.78,22.38,16.37,3.24,0.0
20231115:1110,322.64,394.45,27.25,17.06,4.14,0.0
20231115:1210,113.45,152.59,29.3,17.73,4.76,0.0
20231115:1310,73.48,105.23,28.23,17.86,4.97,0.0
20231115:1410,43.28,68.31,24.2,17.77,5.52,0.0
20231115:1510,152.8,196.71,17.73,17.61,5.86,0.0
20231115:1610,167.15,215.49,9.43,17.22,5.1,0.0
20231115:1710,0.0,0.0,0.0,16.99,5.1,0.0
20231115:1810,0.0,0.0,0.0,16.68,4.9,0.0
20231115:1910,0.0,0.0,0.0,16.5,4.83,0.0
20231115:2010,0.0,0.0,0.0,16.36,5.17,0.0
20231115:2110,0.0,0.0,0.0,16.27,5.52,0.0
20231115:2210,0.0,0.0,0.0,16.15,5.38,0.0
20231115:2310,0.0,0.0,0.0,16.09,5.38,0.0
20231116:0010,0.0,0.0,0.0,16.09,5.17,0.0
20231116:0110,0.0,0.0,0.0,16.09,5.17,0.0
20231116:0210,0.0,0.0,0.0,16.12,5.72,0.0
20231116:0310,0.0,0.0,0.0,16.15,5.17,0.0
20231116:0410,0.0,0.0,0.0,16.2,4.9,0.0
20231116:0510,0.0,0.0,0.0,16.14,4.41,0.0
20231116:0610,0.0,0.0,0.0,16.08,3.1,0.0
20231116:0710,0.0,0.0,0.0,15.89,2.62,0.0
20231116:0810,86.18,122.62,6.27,15.53,2.34,0.0
20231116:0910,61.63,90.16,15.02,15.39,1.52,0.0
20231116:1010,105.61,142.82,22.13,15.74,0.9,0.0
20231116:1110,333.74,414.55,26.99,16.28,0.76,0.0
20231116:1210,611.31,781.3,29.04,16.76,0.76,0.0
20231116:1310,638.99,809.3,27.99,17.21,1.59,0.0
20231116:1410,407.02,501.89,23.99,17.15,1.86,0.0
20231116:1510,398.46,491.5,17.54,16.95,1.72,0.0
20231116:1610,165.86,215.12,9.26,16.55,1.66,0.0
20231116:1710,0.0,0.0,0.0,15.89,1.52,0.0
20231116:1810,0.0,0.0,0.0,14.6,1.24,0.0
20231116:1910,0.0,0.0,0.0,13.57,1.17,0.0
20231116:2010,0.0,0.0,0.0,12.95,1.31,0.0
20231116:2110,0.0,0.0,0.0,12.94,1.17,0.0
20231116:2210,0.0,0.0,0.0,13.32,0.9,0.0
20231116:2310,0.0,0.0,0.0,13.49,0.69,0.0
20231117:0010,0.0,0.0,0.0,13.01,0.69,0.0
20231117:0110,0.0,0.0,0.0,11.34,1.1,0.0
20231117:0210,0.0,0.0,0.0,10.67,1.52,0.0
20231117:0310,0.0,0.0,0.0,10.71,1.59,0.0
20231117:0410,0.0,0.0,0.0,10.59,1.45,0.0
20231117:0510,0.0,0.0,0.0,10.64,1.52,0.0
20231117:0610,0.0,0.0,0.0,11.02,1.59,0.0
20231117:0710,0.0,0.0,0.0,10.98,1.72,0.0
20231117:0810,34.04,56.12,6.05,11.27,1.72,0.0
20231117:0910,267.55,326.71,14.78,12.44,1.72,0.0
20231117:1010,494.51,603.74,21.88,13.81,1.66,0.0
20231117:1110,612.82,761.36,26.74,15.12,1.86,0.0
20231117:1210,675.58,846.89,28.79,15.99,2.21,0.0
20231117:1310,452.09,556.07,27.76,16.53,2.14,0.0
20231117:1410,116.82,156.32,23.77,16.84,2.0,0.0
20231117:1510,108.42,145.98,17.35,16.79,2.0,0.0
20231117:1610,8.92,22.15,9.1,16.24,1.79,0.0
20231117:1710,0.0,0.0,0.0,15.53,1.1,0.0
20231117:1810,0.0,0.0,0.0,14.34,0.76,0.0
20231117:1910,0.0,0.0,0.0,12.99,1.66,0.0
20231117:2010,0.0,0.0,0.0,12.74,2.0,0.0
20231117:2110,0.0,0.0,0.0,12.65,2.14,0.0
20231117:2210,0.0,0.0,0.0,12.53,1.93,0.0
20231117:2310,0.0,0.0,0.0,12.42,1.79,0.0
20231118:0010,0.0,0.0,0.0,12.4,1.66,0.0
20231118:0110,0.0,0.0,0.0,12.12,1.17,0.0
20231118:0210,0.0,0.0,0.0,11.56,1.1,0.0
20231118:0310,0.0,0.0,0.0,11.34,1.31,0.0
20231118:0410,0.0,0.0,0.0,11.25,1.66,0.0
20231118:0510,0.0,0.0,0.0,11.64,2.07,0.0
20231118:0610,0.0,0.0,0.0,11.69,2.34,0.0
20231118:0710,0.0,0.0,0.0,12.52,2.41,0.0
20231118:0810,19.76,37.49,5.83,12.71,2.55,0.0
20231118:0910,137.75,177.31,14.55,13.41,2.76,0.0
20231118:1010,163.63,207.73,21.64,14.43,3.1,0.0
20231118:1110,436.82,528.76,26.49,15.49,3.52,0.0
20231118:1210,597.76,729.97,28.55,16.31,4.0,0.0
20231118:1310,496.66,602.92,27.53,17.06,4.55,0.0
20231118:1410,144.05,187.39,23.57,17.23,4.41,0.0
20231118:1510,318.03,388.35,17.17,16.84,3.86,0.0
20231118:1610,219.4,277.18,8.95,16.26,3.31,0.0
20231118:1710,0.0,0.0,0.0,15.55,2.48,0.0
20231118:1810,0.0,0.0,0.0,14.89,2.0,0.0
20231118:1910,0.0,0.0,0.0,14.48,2.07,0.0
20231118:2010,0.0,0.0,0.0,14.26,1.86,0.0
20231118:2110,0.0,0.0,0.0,13.69,1.66,0.0
20231118:2210,0.0,0.0,0.0,13.11,1.59,0.0
20231118:2310,0.0,0.0,0.0,12.71,1.72,0.0
20231119:0010,0.0,0.0,0.0,12.64,1.72,0.0
20231119:0110,0.0,0.0,0.0,12.6,1.79,0.0
20231119:0210,0.0,0.0,0.0,12.55,1.79,0.0
20231119:0310,0.0,0.0,0.0,12.61,1.93,0.0
20231119:0410,0.0,0.0,0.0,12.78,2.07,0.0
20231119:0510,0.0,0.0,0.0,12.71,2.14,0.0
20231119:0610,0.0,0.0,0.0,12.64,2.28,0.0
20231119:0710,0.0,0.0,0.0,12.38,2.28,0.0
20231119:0810,39.68,63.77,5.62,12.26,2.28,0.0
20231119:0910,212.75,263.09,14.32,12.81,2.14,0.0
20231119:1010,514.08,627.51,21.4,13.91,1.86,0.0
20231119:1110,614.66,767.81,26.25,15.12,1.52,0.0
20231119:1210,675.25,866.03,28.31,16.33,1.03,0.0
20231119:1310,662.14,850.21,27.3,17.29,1.1,0.0
20231119:1410,574.73,720.01,23.37,17.78,1.86,0.0
20231119:1510,457.0,563.55,17.0,17.84,2.55,0.0
20231119:1610,220.18,280.39,8.8,17.47,2.55,0.0
20231119:1710,0.0,0.0,0.0,16.74,2.34,0.0
20231119:1810,0.0,0.0,0.0,15.74,2.28,0.0
20231119:1910,0.0,0.0,0.0,14.37,1.45,0.0
20231119:2010,0.0,0.0,0.0,13.55,1.52,0.0
20231119:2110,0.0,0.0,0.0,13.14,1.52,0.0
20231119:2210,0.0,0.0,0.0,12.51,1.59,0.0
20231119:2310,0.0,0.0,0.0,11.74,1.66,0.0
20231120:0010,0.0,0.0,0.0,10.88,1.86,0.0
20231120:0110,0.0,0.0,0.0,10.77,2.07,0.0
20231120:0210,0.0,0.0,0.0,10.88,2.28,0.0
20231120:0310,0.0,0.0,0.0,11.09,2.41,0.0
20231120:0410,0.0,0.0,0.0,11.4,2.76,0.0
20231120:0510,0.0,0.0,0.0,11.48,2.9,0.0
20231120:0610,0.0,0.0,0.0,11.49,3.03,0.0
20231120:0710,0.0,0.0,0.0,11.74,2.21,0.0
20231120:0810,47.06,73.09,5.4,11.8,2.69,0.0
20231120:0910,143.25,182.39,14.1,12.2,3.45,0.0
20231120:1010,529.79,630.91,21.17,13.25,4.62,0.0
20231120:1110,481.1,575.67,26.01,14.76,5.03,0.0
20231120:1210,718.95,876.57,28.08,15.63,5.03,0.0
20231120:1310,634.04,768.86,27.09,16.11,5.1,0.0
20231120:1410,566.37,683.65,23.18,16.21,5.03,0.0
20231120:1510,444.41,534.07,16.83,15.87,5.17,0.0
20231120:1610,214.91,269.16,8.66,15.08,5.24,0.0
20231120:1710,0.0,0.0,0.0,14.06,5.52,0.0
20231120:1810,0.0,0.0,0.0,12.93,6.07,0.0
20231120:1910,0.0,0.0,0.0,12.31,6.14,0.0
20231120:2010,0.0,0.0,0.0,11.72,6.07,0.0
20231120:2110,0.0,0.0,0.0,11.29,5.66,0.0
20231120:2210,0.0,0.0,0.0,10.89,4.97,0.0
20231120:2310,0.0,0.0,0.0,10.72,4.69,0.0
20231121:0010,0.0,0.0,0.0,10.54,4.55,0.0
20231121:0110,0.0,0.0,0.0,10.51,4.55,0.0
20231121:0210,0.0,0.0,0.0,10.33,4.34,0.0
20231121:0310,0.0,0.0,0.0,10.17,4.21,0.0
20231121:0410,0.0,0.0,0.0,10.09,4.07,0.0
20231121:0510,0.0,0.0,0.0,10.0,4.14,0.0
20231121:0610,0.0,0.0,0.0,9.93,4.34,0.0
20231121:0710,0.0,0.0,0.0,9.99,4.41,0.0
20231121:0810,125.99,167.99,5.19,9.8,4.28,0.0
20231121:0910,370.66,439.05,13.88,10.42,4.34,0.0
20231121:1010,542.92,637.36,20.94,11.28,5.66,0.0
20231121:1110,628.87,743.61,25.78,12.06,5.86,0.0
20231121:1210,684.07,814.02,27.85,12.66,6.0,0.0
20231121:1310,728.22,869.88,26.88,13.12,6.21,0.0
20231121:1410,638.14,757.0,22.99,13.26,6.28,0.0
20231121:1510,479.8,567.11,16.67,13.29,6.28,0.0
20231121:1610,60.93,88.3,8.52,12.88,5.72,0.0
20231121:1710,0.0,0.0,0.0,12.11,5.66,0.0
20231121:1810,0.0,0.0,0.0,11.32,5.38,0.0
20231121:1910,0.0,0.0,0.0,10.76,5.31,0.0
20231121:2010,0.0,0.0,0.0,10.51,5.17,0.0
20231121:2110,0.0,0.0,0.0,10.3,4.97,0.0
20231121:2210,0.0,0.0,0.0,10.08,4.76,0.0
20231121:2310,0.0,0.0,0.0,9.88,4.28,0.0
20231122:0010,0.0,0.0,0.0,9.64,4.14,0.0
20231122:0110,0.0,0.0,0.0,9.56,4.14,0.0
20231122:0210,0.0,0.0,0.0,9.53,3.79,0.0
20231122:0310,0.0,0.0,0.0,9.53,3.59,0.0
20231122:0410,0.0,0.0,0.0,9.52,3.72,0.0
20231122:0510,0.0,0.0,0.0,9.65,4.0,0.0
20231122:0610,0.0,0.0,0.0,9.81,4.34,0.0
20231122:0710,0.0,0.0,0.0,9.89,5.1,0.0
20231122:0810,119.42,160.51,4.99,10.18,5.31,0.0
20231122:0910,368.97,436.83,13.66,11.01,5.24,0.0
20231122:1010,554.16,651.48,20.71,12.06,6.14,0.0
20231122:1110,677.43,804.61,25.55,13.03,6.34,0.0
20231122:1210,737.92,884.15,27.63,13.83,6.41,0.0
20231122:1310,712.37,855.17,26.67,14.32,6.14,0.0
20231122:1410,617.06,737.2,22.81,14.61,5.93,0.0
20231122:1510,444.07,529.72,16.52,14.73,5.66,0.0
20231122:1610,127.39,166.9,8.39,14.5,5.24,0.0
20231122:1710,0.0,0.0,0.0,13.69,4.55,0.0
20231122:1810,0.0,0.0,0.0,12.82,4.34,0.0
20231122:1910,0.0,0.0,0.0,11.8,4.83,0.0
20231122:2010,0.0,0.0,0.0,11.18,4.9,0.0
20231122:2110,0.0,0.0,0.0,10.69,4.69,0.0
20231122:2210,0.0,0.0,0.0,10.19,4.07,0.0
20231122:2310,0.0,0.0,0.0,9.67,3.93,0.0
20231123:0010,0.0,0.0,0.0,9.29,3.79,0.0
20231123:0110,0.0,0.0,0.0,8.96,3.59,0.0
20231123:0210,0.0,0.0,0.0,8.64,3.31,0.0
20231123:0310,0.0,0.0,0.0,8.27,2.97,0.0
20231123:0410,0.0,0.0,0.0,7.87,2.69,0.0
20231123:0510,0.0,0.0,0.0,7.54,2.62,0.0
20231123:0610,0.0,0.0,0.0,7.31,2.76,0.0
20231123:0710,0.0,0.0,0.0,7.28,2.97,0.0
20231123:0810,64.78,93.82,4.78,7.27,2.97,0.0
20231123:0910,349.79,414.6,13.45,8.68,2.76,0.0
20231123:1010,528.28,633.98,20.49,11.27,2.34,0.0
20231123:1110,655.13,811.14,25.32,13.34,1.86,0.0
20231123:1210,690.16,872.31,27.41,14.69,1.45,0.0
20231123:1310,656.3,837.33,26.47,15.53,0.9,0.0
20231123:1410,587.56,743.67,22.64,15.96,0.76,0.0
20231123:1510,453.19,565.11,16.37,16.05,0.69,0.0
20231123:1610,231.71,294.78,8.27,15.76,0.69,0.0
20231123:1710,0.0,0.0,0.0,14.5,0.97,0.0
20231123:1810,0.0,0.0,0.0,14.03,0.83,0.0
20231123:1910,0.0,0.0,0.0,13.73,0.28,0.0
20231123:2010,0.0,0.0,0.0,13.06,0.34,0.0
20231123:2110,0.0,0.0,0.0,12.47,0.69,0.0
20231123:2210,0.0,0.0,0.0,11.33,1.17,0.0
20231123:2310,0.0,0.0,0.0,8.98,1.66,0.0
20231124:0010,0.0,0.0,0.0,7.42,2.14,0.0
20231124:0110,0.0,0.0,0.0,7.05,2.41,0.0
20231124:0210,0.0,0.0,0.0,6.98,2.55,0.0
20231124:0310,0.0,0.0,0.0,6.96,2.55,0.0
20231124:0410,0.0,0.0,0.0,6.84,2.41,0.0
20231124:0510,0.0,0.0,0.0,6.57,2.28,0.0
20231124:0610,0.0,0.0,0.0,6.18,2.14,0.0
20231124:0710,0.0,0.0,0.0,6.07,2.21,0.0
20231124:0810,106.58,143.61,4.58,5.94,2.14,0.0
20231124:0910,366.4,434.56,13.24,7.66,1.86,0.0
20231124:1010,540.92,654.44,20.27,10.38,1.38,0.0
20231124:1110,638.83,800.12,25.11,12.52,0.83,0.0
20231124:1210,673.71,868.53,27.2,13.94,0.28,0.0
20231124:1310,653.8,833.0,26.28,14.51,0.69,0.0
20231124:1410,594.5,747.43,22.47,14.71,0.83,0.0
20231124:1510,444.04,549.65,16.23,14.77,0.69,0.0
20231124:1610,222.63,282.54,8.15,14.67,0.55,0.0
20231124:1710,0.0,0.0,0.0,13.97,0.55,0.0
20231124:1810,0.0,0.0,0.0,13.54,0.55,0.0
20231124:1910,0.0,0.0,0.0,12.84,0.69,0.0
20231124:2010,0.0,0.0,0.0,12.11,0.83,0.0
20231124:2110,0.0,0.0,0.0,11.67,0.76,0.0
20231124:2210,0.0,0.0,0.0,11.12,0.83,0.0
20231124:2310,0.0,0.0,0.0,10.62,0.9,0.0
20231125:0010,0.0,0.0,0.0,10.34,1.1,0.0
20231125:0110,0.0,0.0,0.0,8.22,1.52,0.0
20231125:0210,0.0,0.0,0.0,6.27,1.93,0.0
20231125:0310,0.0,0.0,0.0,5.21,1.93,0.0
20231125:0410,0.0,0.0,0.0,4.9,2.07,0.0
20231125:0510,0.0,0.0,0.0,4.85,1.93,0.0
20231125:0610,0.0,0.0,0.0,5.16,1.86,0.0
20231125:0710,0.0,0.0,0.0,5.54,1.79,0.0
20231125:0810,103.42,140.19,4.38,5.95,2.0,0.0
20231125:0910,351.44,417.0,13.03,7.35,1.66,0.0
20231125:1010,481.74,577.59,20.06,9.34,1.24,0.0
20231125:1110,485.3,587.9,24.9,11.23,1.24,0.0
20231125:1210,692.58,867.74,27.0,12.76,1.38,0.0
20231125:1310,653.7,826.44,26.1,13.69,0.83,0.0
20231125:1410,579.76,718.39,22.31,13.98,1.31,0.0
20231125:1510,442.74,538.25,16.1,13.7,1.79,0.0
